"Done","Date","Log name","Asset IDs","Asset names","Archive assets","Areas","Notes","Categories","Invoice number","Lot number","Quantity","Units","Unit price","Total price","Customer"
,"2018-08-09",,,"Squash: Summer",,,"Kmf: No PO",,"DS986",,0.5,"Cases",14.9,7.45,"Dining Services"
,"2018-08-24",,,"Squash: Summer",,,"bjf: no PO. Communicated with Mary Hair re: pricing.",,"DS997",,0.5,"Cases",14.9,7.45,"Dining Services"
,"2018-06-08",,,"Strawberries",,,"JLH: ",,"DS963",,8,"Cases",20.1,160.8,"Dining Services"
,"2018-01-18",,,"Strawberries: Frozen",,,"jh: no PO",,"CO-DS82",,90,"Cases",1.71,153.9,"Cash Ops: DS"
,"2018-01-23",,,"Strawberries: Frozen",,,"Mh: PO 57059",,"CO-DS83",,30,"Cases",1.71,51.3,"Cash Ops: DS"
,"2018-02-01",,,"Strawberries: Frozen",,,"Mjs: PO 57228;
extra case of Carrots requested via text",,"DS930",,90,"Cases",1.31,117.9,"Dining Services"
,"2018-09-11",,,"Strawberries: Frozen",,,"JLH: no PO",,"DS1009",,30,"Cases",1.71,51.3,"Dining Services"
,"2018-09-19",,,"Strawberries: Frozen",,,"pg: No PO;
Mary: please adjust prices.  Note: 30 lbs of strawberries delivered.  Entered as 7.5 cases at 4 lbs a case.  Thanks!",,"DS1016",,7.5,"Cases",0.01,0.08,"Dining Services"
,"2018-10-05",,,"Strawberries: Frozen",,,": ",,"CO-DS114",,70,"Cases",1,70,"Cash Ops: DS"
,"2018-10-05",,,"Strawberries: Frozen",,,"Phil : HI MARY PLS CHECK PRICING THANKS!",,"DS1030",,70,"Cases",1.71,119.7,"Dining Services"
,"2018-10-10",,,"Strawberries: Frozen",,,"Pg: ",,"DS1033",,40,"Cases",1.71,68.4,"Dining Services"
,"2018-01-24",,,"Sweet Potatoes",,,"Mjs: PO 57106",,"DS921",,0.25,"Cases",19.9,4.98,"Dining Services"
,"2018-01-29",,,"Sweet Potatoes",,,"Ben: PO 57108;
Beets and Turnips added on via text.",,"DS926",,4,"Cases",19.9,79.6,"Dining Services"
,"2018-02-01",,,"Sweet Potatoes",,,"Mjs: PO 57228;
extra case of Carrots requested via text",,"DS930",,1,"Cases",19.9,19.9,"Dining Services"
,"2018-02-02",,,"Sweet Potatoes",,,"mjs: PO 57229 ;
ADDED 3 MORE CASES OF Carrots PER REQUEST RECEIVED BY TEXT",,"DS931",,1,"Cases",19.9,19.9,"Dining Services"
,"2018-02-09",,,"Sweet Potatoes",,,"Bjf: PO 57349;
Cantaloupes Frozen and Turnips added via text",,"DS935",,4,"Cases",19.9,79.6,"Dining Services"
,"2018-02-13",,,"Sweet Potatoes",,,"Mjs: PO 57351;
Sweet Potatoes added via text",,"DS937",,5,"Cases",19.9,99.5,"Dining Services"
,"2018-10-26",,,"Sweet Potatoes",,,"Matt: Catering special order:  Carrots: thyme: chard: Turnips: sweet Potatoes.  Please check prices and adjust !!!!",,"DS1046",,0.4,"Cases",18.6,7.44,"Dining Services"
,"2018-11-02",,,"Sweet Potatoes",,,"Pg: No PO",,"DS1051",,9,"Cases",18.6,167.4,"Dining Services"
,"2018-11-06",,,"Sweet Potatoes",,,"Phil: no PO",,"DS1053",,1,"Cases",18.6,18.6,"Dining Services"
,"2018-11-09",,,"Sweet Potatoes",,,"Ph: no PO",,"DS1056",,3,"Cases",18.6,55.8,"Dining Services"
,"2018-12-07",,,"Sweet Potatoes",,,"PG: ",,"DS1069",,1,"Cases",18.6,18.6,"Dining Services"
,"2018-12-11",,,"Sweet Potatoes",,,"Pg: no PO",,"DS1071",,2,"Cases",18.6,37.2,"Dining Services"
,"2018-10-26",,,"Thyme",,,"Matt: Catering special order:  Carrots: thyme: chard: Turnips: sweet Potatoes.  Please check prices and adjust !!!!",,"DS1046",,1,"Cases",1,1,"Dining Services"
,"2018-08-09",,,"Tomatoes: Cherry",,,"Kmf: No PO",,"DS986",,1,"Cases",12.6,12.6,"Dining Services"
,"2018-08-13",,,"Tomatoes: Cherry",,,"Bjf: No PO",,"DS989",,1,"Cases",21.1,21.1,"Dining Services"
,"2018-08-17",,,"Tomatoes: Cherry",,,"dm: ",,"DS992",,3,"Cases",21.1,63.3,"Dining Services"
,"2018-08-27",,,"Tomatoes: Cherry",,,"Bjf: ",,"DS998",,3,"Cases",21.1,63.3,"Dining Services"
,"2018-08-28",,,"Tomatoes: Cherry",,,"Bjf: ",,"DS999",,2,"Cases",21.1,42.2,"Dining Services"
,"2018-09-06",,,"Tomatoes: Cherry",,,"Bjf: Delivered 1 cherry tomatoes and 1 grape tomatoes.  Billed for two Cherry tomato ",,"DS1005",,2,"Cases",21.11,42.22,"Dining Services"
,"2018-09-07",,,"Tomatoes: Cherry",,,"pg: Add ons-no PO",,"DS1006",,1,"Cases",21.11,21.11,"Dining Services"
,"2018-09-10",,,"Tomatoes: Cherry",,,"pg: ",,"DS1007",,1,"Cases",21.11,21.11,"Dining Services"
,"2018-09-11",,,"Tomatoes: Cherry",,,"pg: 2 Cherry Tomatoes on invoice are 1 cherry case cherry toms and 1 case grape toms.  Strawberries not included in invoice.  Will come after we contact Mary for pricing.  No PO.  ",,"DS1008",,2,"Cases",20.1,40.2,"Dining Services"
,"2018-09-12",,,"Tomatoes: Cherry",,,"JLH: No PO",,"DS1010",,1,"Cases",16.1,16.1,"Dining Services"
,"2018-09-20",,,"Tomatoes: Cherry",,,"Ph: No PO",,"DS1017",,1,"Cases",20.1,20.1,"Dining Services"
,"2018-09-26",,,"Tomatoes: Cherry",,,"Pg: Please adjust price for Cantaloupes Frozen.  Thanks!",,"DS1022",,2,"Cases",20.1,40.2,"Dining Services"
,"2018-10-03",,,"Tomatoes: Cherry",,,"Pg: No PO",,"DS1027",,1,"Cases",21.6,21.6,"Dining Services"
,"2018-10-12",,,"Tomatoes: Cherry",,,"Sm: PO 60583",,"DS1035",,1,"Cases",21.6,21.6,"Dining Services"
,"2018-10-03",,,"Tomatoes: Grape",,,"Pg: No PO",,"DS1027",,1,"Cases",19.8,19.8,"Dining Services"
,"2018-10-08",,,"Tomatoes: Grape",,,"Pg: ",,"DS1031",,1,"Cases",19.8,19.8,"Dining Services"
,"2018-10-10",,,"Tomatoes: Grape",,,"Pg: ",,"DS1033",,1,"Cases",19.8,19.8,"Dining Services"
,"2018-10-18",,,"Tomatoes: Grape",,,"Pg: No PO",,"DS1039",,1,"Cases",19.8,19.8,"Dining Services"
,"2018-09-05",,,"Tomatoes: Heirloom",,,"Pg: ",,"DS1004",,1,"Cases",16.1,16.1,"Dining Services"
,"2018-08-16",,,"Tomatoes: Slicing",,,"bjf: ",,"DS991",,3,"Cases",25.25,75.75,"Dining Services"
,"2018-08-24",,,"Tomatoes: Slicing",,,"bjf: no PO. Communicated with Mary Hair re: pricing.",,"DS997",,4,"Cases",25.25,101,"Dining Services"
,"2018-08-27",,,"Tomatoes: Slicing",,,"Bjf: ",,"DS998",,3,"Cases",25.25,75.75,"Dining Services"
,"2018-08-28",,,"Tomatoes: Slicing",,,"Bjf: ",,"DS999",,6,"Cases",25.25,151.5,"Dining Services"
,"2018-08-31",,,"Tomatoes: Slicing",,,"MS for MH: updated pricing: please use this version",,"DS1001",,15,"Cases",19.6,294,"Dining Services"
,"2018-09-06",,,"Tomatoes: Slicing",,,"Bjf: Delivered 1 cherry tomatoes and 1 grape tomatoes.  Billed for two Cherry tomato ",,"DS1005",,6,"Cases",19.6,117.6,"Dining Services"
,"2018-09-07",,,"Tomatoes: Slicing",,,"pg: Add ons-no PO",,"DS1006",,16,"Cases",19.6,313.6,"Dining Services"
,"2018-09-10",,,"Tomatoes: Slicing",,,"pg: ",,"DS1007",,4,"Cases",19.6,78.4,"Dining Services"
,"2018-09-11",,,"Tomatoes: Slicing",,,"pg: 2 Cherry Tomatoes on invoice are 1 cherry case cherry toms and 1 case grape toms.  Strawberries not included in invoice.  Will come after we contact Mary for pricing.  No PO.  ",,"DS1008",,8,"Cases",20.1,160.8,"Dining Services"
,"2018-09-13",,,"Tomatoes: Slicing",,,"Sm: ",,"DS1012",,5,"Cases",23.1,115.5,"Dining Services"
,"2018-09-14",,,"Tomatoes: Slicing",,,"DM: ",,"DS1013",,14,"Cases",23.1,323.4,"Dining Services"
,"2018-09-17",,,"Tomatoes: Slicing",,,"bjf: ",,"DS1014",,8,"Cases",23.1,184.8,"Dining Services"
,"2018-09-19",,,"Tomatoes: Slicing",,,"pg: No PO;
Mary: please adjust prices.  Note: 30 lbs of strawberries delivered.  Entered as 7.5 cases at 4 lbs a case.  Thanks!",,"DS1016",,1,"Cases",0.01,0.01,"Dining Services"
,"2018-09-20",,,"Tomatoes: Slicing",,,"Ph: No PO",,"DS1017",,23.1,"Cases",4,92.4,"Dining Services"
,"2018-09-21",,,"Tomatoes: Slicing",,,"Buf: ",,"DS1018",,8,"Cases",23.1,184.8,"Dining Services"
,"2018-09-24",,,"Tomatoes: Slicing",,,"pg: ",,"DS1019",,4,"Cases",23.1,92.4,"Dining Services"
,"2018-09-25",,,"Tomatoes: Slicing",,,"dm: ",,"DS1021",,3,"Cases",23.1,69.3,"Dining Services"
,"2018-09-26",,,"Tomatoes: Slicing",,,"Pg: Please adjust price for Cantaloupes Frozen.  Thanks!",,"DS1022",,4,"Cases",23.1,92.4,"Dining Services"
,"2018-09-27",,,"Tomatoes: Slicing",,,"pg: ",,"DS1023",,2,"Cases",23.1,46.2,"Dining Services"
,"2018-09-28",,,"Tomatoes: Slicing",,,"Ph: ",,"DS1024",,4,"Cases",23.1,92.4,"Dining Services"
,"2018-10-02",,,"Tomatoes: Slicing",,,"pg: updated prices from Mary Hair 10.1.18",,"DS1026",,4,"Cases",20.6,82.4,"Dining Services"
,"2018-10-03",,,"Tomatoes: Slicing",,,"Pg: No PO",,"DS1027",,2,"Cases",20.6,41.2,"Dining Services"
,"2018-10-04",,,"Tomatoes: Slicing",,,"Pg: ",,"DS1028",,4,"Cases",20.6,82.4,"Dining Services"
,"2018-10-05",,,"Tomatoes: Slicing",,,"Phil : HI MARY PLS CHECK PRICING THANKS!",,"DS1030",,4,"Cases",20.6,82.4,"Dining Services"
,"2018-10-10",,,"Tomatoes: Slicing",,,"Pg: ",,"DS1033",,3,"Cases",20.6,61.8,"Dining Services"
,"2018-10-11",,,"Tomatoes: Slicing",,,"Pg: PO 60582",,"DS1034",,2,"Cases",20.6,41.2,"Dining Services"
,"2018-10-17",,,"Tomatoes: Slicing",,,"JH: PO 60723",,"DS1038",,2,"Cases",21.1,42.2,"Dining Services"
,"2018-10-22",,,"Tomatoes: Slicing",,,"Pg: ",,"DS1042",,1,"Cases",25.16,25.16,"Dining Services"
,"2018-01-15",,,"Turnips",,,"jh: PO 56981",,"DS914",,1,"Cases",19.9,19.9,"Dining Services"
,"2018-01-19",,,"Turnips",,,"Mjs: PO 57035;
need to confirm prices for:;
30 lbs of Spinach Frozen;
- delivered but not included in invoice -",,"DS917",,1,"Cases",19.9,19.9,"Dining Services"
,"2018-01-22",,,"Turnips",,,"jh: PO 57057 revised on 1/31/18 with adjusted cost of pepper strips",,"DS919",,1,"Cases",19.9,19.9,"Dining Services"
,"2018-01-29",,,"Turnips",,,"Ben: PO 57108;
Beets and Turnips added on via text.",,"DS926",,1,"Cases",19.9,19.9,"Dining Services"
,"2018-01-31",,,"Turnips",,,"Keb: PO 57227",,"DS929",,1,"Cases",19.9,19.9,"Dining Services"
,"2018-02-02",,,"Turnips",,,"mjs: PO 57229 ;
ADDED 3 MORE CASES OF Carrots PER REQUEST RECEIVED BY TEXT",,"DS931",,1,"Cases",19.9,19.9,"Dining Services"
,"2018-02-05",,,"Turnips",,,"mjs: PO 57230 Turnips added to order via text",,"DS932",,1,"Cases",19.9,19.9,"Dining Services"
,"2018-02-09",,,"Turnips",,,"Bjf: PO 57349;
Cantaloupes Frozen and Turnips added via text",,"DS935",,1,"Cases",19.9,19.9,"Dining Services"
,"2018-02-13",,,"Turnips",,,"Mjs: PO 57351;
Sweet Potatoes added via text",,"DS937",,1,"Cases",19.9,19.9,"Dining Services"
,"2018-10-26",,,"Turnips",,,"Matt: Catering special order:  Carrots: thyme: chard: Turnips: sweet Potatoes.  Please check prices and adjust !!!!",,"DS1046",,0.6,"Cases",1,0.6,"Dining Services"
,"2018-11-28",,,"Turnips",,,"Pg: No po",,"DS1063",,1,"Cases",18.1,18.1,"Dining Services"
,"2018-12-03",,,"Turnips",,,"Bjf: po61457",,"DS1066",,1,"Cases",18.1,18.1,"Dining Services"
,"2018-12-07",,,"Turnips",,,"PG: ",,"DS1069",,1,"Cases",18.1,18.1,"Dining Services"
,"2018-12-10",,,"Turnips",,,"PpG: PO 61560",,"DS1070",,1,"Cases",18.1,18.1,"Dining Services"
,"2018-12-14",,,"Turnips",,,"Pg: No PO",,"DS1074",,1,"Cases",18.1,18.1,"Dining Services"
,"2018-07-24",,,"Zucchini",,,"DM: ",,"DS983",,1,"Cases",13.9,13.9,"Dining Services"
